Unnamed: 0,SysetID,Name,.obj paths,fileid,cloudpath,status,function
4459,2773838,bag_traveling bag_travelling bag_grip_suitcase,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02773838\e49f6ae8fa76e90a285e5a1f74237618\models\model_normalized.obj,e49f6ae8fa76e90a285e5a1f74237618,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02773838\e49f6ae8fa76e90a285e5a1f74237618\models\bag_traveling bag_travelling bag_grip_suitcase_2773838_e49f6ae8fa76e90a285e5a1f74237618_5000_2pc.xyz,Cloud Generated,
37495,4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\76a9d700dcc91a5fea4a3d2e6628d0f2\models\model_normalized.obj,76a9d700dcc91a5fea4a3d2e6628d0f2,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\76a9d700dcc91a5fea4a3d2e6628d0f2\models\sofa_couch_lounge_4256520_76a9d700dcc91a5fea4a3d2e6628d0f2_5000_2pc.xyz,Cloud Generated,
48368,4401088,telephone_phone_telephone set,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04401088\71121add7e94b024fb88c3d40924fb73\models\model_normalized.obj,71121add7e94b024fb88c3d40924fb73,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04401088\71121add7e94b024fb88c3d40924fb73\models\telephone_phone_telephone set_4401088_71121add7e94b024fb88c3d40924fb73_5000_2pc.xyz,Cloud Generated,
34017,4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\40f9c088e4a4eb77df3029a778e2c881\models\model_normalized.obj,40f9c088e4a4eb77df3029a778e2c881,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\40f9c088e4a4eb77df3029a778e2c881\models\rifle_4090263_40f9c088e4a4eb77df3029a778e2c881_5000_2pc.xyz,Cloud Generated,
23969,3325088,faucet_spigot,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03325088\53270b19da085eb1b362845c6edb57fc\models\model_normalized.obj,53270b19da085eb1b362845c6edb57fc,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03325088\53270b19da085eb1b362845c6edb57fc\models\faucet_spigot_3325088_53270b19da085eb1b362845c6edb57fc_5000_2pc.xyz,Cloud Generated,
40711,4379243,table,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\302ba9e290485f9c310cd758d9b7cf\models\model_normalized.obj,302ba9e290485f9c310cd758d9b7cf,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\302ba9e290485f9c310cd758d9b7cf\models\table_4379243_302ba9e290485f9c310cd758d9b7cf_5000_2pc.xyz,Cloud Generated,
51642,4530566,vessel_watercraft,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04530566\a8f225774d1bc8d0b7002bddf0942f8e\models\model_normalized.obj,a8f225774d1bc8d0b7002bddf0942f8e,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04530566\a8f225774d1bc8d0b7002bddf0942f8e\models\vessel_watercraft_4530566_a8f225774d1bc8d0b7002bddf0942f8e_5000_2pc.xyz,Cloud Generated,
6832,2828884,bench,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\9f5ae162a075ec741e85d47a2a5461b3\models\model_normalized.obj,9f5ae162a075ec741e85d47a2a5461b3,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\9f5ae162a075ec741e85d47a2a5461b3\models\bench_2828884_9f5ae162a075ec741e85d47a2a5461b3_5000_2pc.xyz,Cloud Generated,
39061,4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\f080807207cc4859b2403dba7fd079eb\models\model_normalized.obj,f080807207cc4859b2403dba7fd079eb,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\f080807207cc4859b2403dba7fd079eb\models\sofa_couch_lounge_4256520_f080807207cc4859b2403dba7fd079eb_5000_2pc.xyz,Cloud Generated,
6473,2828884,bench,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\76958ab9aa25d309c9eed7651b77d0f\models\model_normalized.obj,76958ab9aa25d309c9eed7651b77d0f,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\76958ab9aa25d309c9eed7651b77d0f\models\bench_2828884_76958ab9aa25d309c9eed7651b77d0f_5000_2pc.xyz,Cloud Generated,
125,2691156,airplane_aeroplane_plane,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\16f67f87f414a5df26360e1e29a956c7\models\model_normalized.obj,16f67f87f414a5df26360e1e29a956c7,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\16f67f87f414a5df26360e1e29a956c7\models\airplane_aeroplane_plane_2691156_16f67f87f414a5df26360e1e29a956c7_5000_2pc.xyz,Cloud Generated,
46118,4379243,table,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\c9ad9501c31fae5c71a782a4379556c7\models\model_normalized.obj,c9ad9501c31fae5c71a782a4379556c7,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\c9ad9501c31fae5c71a782a4379556c7\models\table_4379243_c9ad9501c31fae5c71a782a4379556c7_5000_2pc.xyz,Cloud Generated,
46361,4379243,table,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\d1807006e89f9e7c3087f84b199fd297\models\model_normalized.obj,d1807006e89f9e7c3087f84b199fd297,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\d1807006e89f9e7c3087f84b199fd297\models\table_4379243_d1807006e89f9e7c3087f84b199fd297_5000_2pc.xyz,Cloud Generated,
4419,2773838,bag_traveling bag_travelling bag_grip_suitcase,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02773838\6187bd900c3bc002ed13f430b2941481\models\model_normalized.obj,6187bd900c3bc002ed13f430b2941481,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02773838\6187bd900c3bc002ed13f430b2941481\models\bag_traveling bag_travelling bag_grip_suitcase_2773838_6187bd900c3bc002ed13f430b2941481_5000_2pc.xyz,Cloud Generated,
3686,2691156,airplane_aeroplane_plane,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\ea29b3af190b00367d3b11085e75c7ad\models\model_normalized.obj,ea29b3af190b00367d3b11085e75c7ad,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\ea29b3af190b00367d3b11085e75c7ad\models\airplane_aeroplane_plane_2691156_ea29b3af190b00367d3b11085e75c7ad_5000_2pc.xyz,Cloud Generated,
28998,3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\f5a121812ce16ed2578f5640449b6f5\models\model_normalized.obj,f5a121812ce16ed2578f5640449b6f5,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\f5a121812ce16ed2578f5640449b6f5\models\lamp_3636649_f5a121812ce16ed2578f5640449b6f5_5000_2pc.xyz,Cloud Generated,
8816,2924116,bus_autobus_coach_charabanc_double-decker_jitney_motorbus_motorcoach_omnibus_passenger vehi,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02924116\2f77c7fc777f8b11665c5daec82c51b2\models\model_normalized.obj,2f77c7fc777f8b11665c5daec82c51b2,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02924116\2f77c7fc777f8b11665c5daec82c51b2\models\bus_autobus_coach_charabanc_double-decker_jitney_motorbus_motorcoach_omnibus_passenger vehi_2924116_2f77c7fc777f8b11665c5daec82c51b2_5000_2pc.xyz,Cloud Generated,
22361,3046257,clock,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03046257\e6d392fdd687188981d125a53e3295bb\models\model_normalized.obj,e6d392fdd687188981d125a53e3295bb,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03046257\e6d392fdd687188981d125a53e3295bb\models\clock_3046257_e6d392fdd687188981d125a53e3295bb_5000_2pc.xyz,Cloud Generated,
4725,2808440,bathtub_bathing tub_bath_tub,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02808440\353c2a6611d4f72d3321831d2245cf06\models\model_normalized.obj,353c2a6611d4f72d3321831d2245cf06,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02808440\353c2a6611d4f72d3321831d2245cf06\models\bathtub_bathing tub_bath_tub_2808440_353c2a6611d4f72d3321831d2245cf06_5000_2pc.xyz,Cloud Generated,
26125,3593526,jar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03593526\a791d4fa1d840408c5beea20858a99d5\models\model_normalized.obj,a791d4fa1d840408c5beea20858a99d5,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03593526\a791d4fa1d840408c5beea20858a99d5\models\jar_3593526_a791d4fa1d840408c5beea20858a99d5_5000_2pc.xyz,Cloud Generated,
13615,2958343,car_auto_automobile_machine_motorcar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02958343\988108a7536d686824065b218dc1b5b9\models\model_normalized.obj,988108a7536d686824065b218dc1b5b9,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02958343\988108a7536d686824065b218dc1b5b9\models\car_auto_automobile_machine_motorcar_2958343_988108a7536d686824065b218dc1b5b9_5000_2pc.xyz,Cloud Generated,
31830,3797390,mug,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03797390\3143a4accdc23349cac584186c95ce9b\models\model_normalized.obj,3143a4accdc23349cac584186c95ce9b,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03797390\3143a4accdc23349cac584186c95ce9b\models\mug_3797390_3143a4accdc23349cac584186c95ce9b_5000_2pc.xyz,Cloud Generated,
15672,3001627,chair,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03001627\2bc587e0b4c0a0aa5a99858ad1805187\models\model_normalized.obj,2bc587e0b4c0a0aa5a99858ad1805187,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03001627\2bc587e0b4c0a0aa5a99858ad1805187\models\chair_3001627_2bc587e0b4c0a0aa5a99858ad1805187_5000_2pc.xyz,Cloud Generated,
