Unnamed: 0,SysetID,Name,.obj paths,fileid,cloudpath,status,function
31863,3797390,mug,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03797390\57f73714cbc425e44ae022a8f6e258a7\models\model_normalized.obj,57f73714cbc425e44ae022a8f6e258a7,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03797390\57f73714cbc425e44ae022a8f6e258a7\models\mug_3797390_57f73714cbc425e44ae022a8f6e258a7_5000_2pc.xyz,Cloud Generated,
30828,3691459,loudspeaker_speaker_speaker unit_loudspeaker system_speaker system,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03691459\c98654c348ccf6baed1d3c8863995334\models\model_normalized.obj,c98654c348ccf6baed1d3c8863995334,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03691459\c98654c348ccf6baed1d3c8863995334\models\loudspeaker_speaker_speaker unit_loudspeaker system_speaker system_3691459_c98654c348ccf6baed1d3c8863995334_5000_2pc.xyz,Cloud Generated,
19018,3001627,chair,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03001627\9663b0a707ba9753983e0ae0e9b98f24\models\model_normalized.obj,9663b0a707ba9753983e0ae0e9b98f24,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03001627\9663b0a707ba9753983e0ae0e9b98f24\models\chair_3001627_9663b0a707ba9753983e0ae0e9b98f24_5000_2pc.xyz,Cloud Generated,
14137,2958343,car_auto_automobile_machine_motorcar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02958343\c033fb1c91079242ed3696d854eee1ec\models\model_normalized.obj,c033fb1c91079242ed3696d854eee1ec,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02958343\c033fb1c91079242ed3696d854eee1ec\models\car_auto_automobile_machine_motorcar_2958343_c033fb1c91079242ed3696d854eee1ec_5000_2pc.xyz,Cloud Generated,
42178,4379243,table,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\5808fa88b17592217caed426d97afe76\models\model_normalized.obj,5808fa88b17592217caed426d97afe76,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\5808fa88b17592217caed426d97afe76\models\table_4379243_5808fa88b17592217caed426d97afe76_5000_2pc.xyz,Cloud Generated,
30349,3691459,loudspeaker_speaker_speaker unit_loudspeaker system_speaker system,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03691459\853f3c53280aa44fb63369d5dd85d25\models\model_normalized.obj,853f3c53280aa44fb63369d5dd85d25,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03691459\853f3c53280aa44fb63369d5dd85d25\models\loudspeaker_speaker_speaker unit_loudspeaker system_speaker system_3691459_853f3c53280aa44fb63369d5dd85d25_5000_2pc.xyz,Cloud Generated,
2078,2691156,airplane_aeroplane_plane,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\8af46946b9b2b3aacf0820a704ed425d\models\model_normalized.obj,8af46946b9b2b3aacf0820a704ed425d,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\8af46946b9b2b3aacf0820a704ed425d\models\airplane_aeroplane_plane_2691156_8af46946b9b2b3aacf0820a704ed425d_5000_2pc.xyz,Cloud Generated,
27836,3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\7eadde33d9f9d8b272e526c4f21dfca4\models\model_normalized.obj,7eadde33d9f9d8b272e526c4f21dfca4,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\7eadde33d9f9d8b272e526c4f21dfca4\models\lamp_3636649_7eadde33d9f9d8b272e526c4f21dfca4_5000_2pc.xyz,Cloud Generated,
25912,3593526,jar,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03593526\5543edf23df6527530612f5c0ef21eb8\models\model_normalized.obj,5543edf23df6527530612f5c0ef21eb8,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03593526\5543edf23df6527530612f5c0ef21eb8\models\jar_3593526_5543edf23df6527530612f5c0ef21eb8_5000_2pc.xyz,Cloud Generated,
1691,2691156,airplane_aeroplane_plane,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\732ff6155a096fb0151f2df200a24ac\models\model_normalized.obj,732ff6155a096fb0151f2df200a24ac,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\732ff6155a096fb0151f2df200a24ac\models\airplane_aeroplane_plane_2691156_732ff6155a096fb0151f2df200a24ac_5000_2pc.xyz,Cloud Generated,
3189,2691156,airplane_aeroplane_plane,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\ce682d7a2bbf77b6fc4b92d3d335214a\models\model_normalized.obj,ce682d7a2bbf77b6fc4b92d3d335214a,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\ce682d7a2bbf77b6fc4b92d3d335214a\models\airplane_aeroplane_plane_2691156_ce682d7a2bbf77b6fc4b92d3d335214a_5000_2pc.xyz,Cloud Generated,
19366,3001627,chair,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03001627\a1734a851af178bee15475f0b1eb22aa\models\model_normalized.obj,a1734a851af178bee15475f0b1eb22aa,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03001627\a1734a851af178bee15475f0b1eb22aa\models\chair_3001627_a1734a851af178bee15475f0b1eb22aa_5000_2pc.xyz,Cloud Generated,
27399,3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\52cd206dd4674bbd4fbd95145f67665c\models\model_normalized.obj,52cd206dd4674bbd4fbd95145f67665c,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\52cd206dd4674bbd4fbd95145f67665c\models\lamp_3636649_52cd206dd4674bbd4fbd95145f67665c_5000_2pc.xyz,Cloud Generated,
20683,3001627,chair,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03001627\d4d7607336810a548b95c9b52cba3b9d\models\model_normalized.obj,d4d7607336810a548b95c9b52cba3b9d,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03001627\d4d7607336810a548b95c9b52cba3b9d\models\chair_3001627_d4d7607336810a548b95c9b52cba3b9d_5000_2pc.xyz,Cloud Generated,
