Unnamed: 0,SysetID,Name,.obj paths,fileid,cloudpath,status,function
43712,4379243,table,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\8141866ff4665b814038d588fd1342f\models\model_normalized.obj,8141866ff4665b814038d588fd1342f,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\8141866ff4665b814038d588fd1342f\models\table_4379243_8141866ff4665b814038d588fd1342f_5000_2pc.xyz,Cloud Generated,
51463,4530566,vessel_watercraft,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04530566\933382c8b6cc6e24f0cdce9bd16b6c9a\models\model_normalized.obj,933382c8b6cc6e24f0cdce9bd16b6c9a,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04530566\933382c8b6cc6e24f0cdce9bd16b6c9a\models\vessel_watercraft_4530566_933382c8b6cc6e24f0cdce9bd16b6c9a_5000_2pc.xyz,Cloud Generated,
400,2691156,airplane_aeroplane_plane,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\2705c3edd082f0987f1f82f6fc8747b8\models\model_normalized.obj,2705c3edd082f0987f1f82f6fc8747b8,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\2705c3edd082f0987f1f82f6fc8747b8\models\airplane_aeroplane_plane_2691156_2705c3edd082f0987f1f82f6fc8747b8_5000_2pc.xyz,Cloud Generated,
27783,3636649,lamp,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\78ccf7d2ee6d5e34fcb8d8c6d4df8143\models\model_normalized.obj,78ccf7d2ee6d5e34fcb8d8c6d4df8143,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03636649\78ccf7d2ee6d5e34fcb8d8c6d4df8143\models\lamp_3636649_78ccf7d2ee6d5e34fcb8d8c6d4df8143_5000_2pc.xyz,Cloud Generated,
2680,2691156,airplane_aeroplane_plane,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\af73d05ac86369bf4ce863ea27e2b897\models\model_normalized.obj,af73d05ac86369bf4ce863ea27e2b897,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02691156\af73d05ac86369bf4ce863ea27e2b897\models\airplane_aeroplane_plane_2691156_af73d05ac86369bf4ce863ea27e2b897_5000_2pc.xyz,Cloud Generated,
42483,4379243,table,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\60052d2cbcb9f8e725c578fb351f3549\models\model_normalized.obj,60052d2cbcb9f8e725c578fb351f3549,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\60052d2cbcb9f8e725c578fb351f3549\models\table_4379243_60052d2cbcb9f8e725c578fb351f3549_5000_2pc.xyz,Cloud Generated,
34437,4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\68432645acc0d554def607f4d4140edc\models\model_normalized.obj,68432645acc0d554def607f4d4140edc,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\68432645acc0d554def607f4d4140edc\models\rifle_4090263_68432645acc0d554def607f4d4140edc_5000_2pc.xyz,Cloud Generated,
22666,3211117,display_video display,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03211117\252640ae350a1e53f119712971a6882c\models\model_normalized.obj,252640ae350a1e53f119712971a6882c,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03211117\252640ae350a1e53f119712971a6882c\models\display_video display_3211117_252640ae350a1e53f119712971a6882c_5000_2pc.xyz,Cloud Generated,
7416,2828884,bench,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\f4afba7266031dbbb62b272ea9e18d0a\models\model_normalized.obj,f4afba7266031dbbb62b272ea9e18d0a,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02828884\f4afba7266031dbbb62b272ea9e18d0a\models\bench_2828884_f4afba7266031dbbb62b272ea9e18d0a_5000_2pc.xyz,Cloud Generated,
46506,4379243,table,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\d5c3542c080d61462c45f75322191dd7\models\model_normalized.obj,d5c3542c080d61462c45f75322191dd7,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\d5c3542c080d61462c45f75322191dd7\models\table_4379243_d5c3542c080d61462c45f75322191dd7_5000_2pc.xyz,Cloud Generated,
37328,4256520,sofa_couch_lounge,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\6900b73a93136591bbc7a6acbd8f058b\models\model_normalized.obj,6900b73a93136591bbc7a6acbd8f058b,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04256520\6900b73a93136591bbc7a6acbd8f058b\models\sofa_couch_lounge_4256520_6900b73a93136591bbc7a6acbd8f058b_5000_2pc.xyz,Cloud Generated,
50442,4530566,vessel_watercraft,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04530566\1b89cb2463ccaf15e1e2fc42e32162ff\models\model_normalized.obj,1b89cb2463ccaf15e1e2fc42e32162ff,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04530566\1b89cb2463ccaf15e1e2fc42e32162ff\models\vessel_watercraft_4530566_1b89cb2463ccaf15e1e2fc42e32162ff_5000_2pc.xyz,Cloud Generated,
35402,4090263,rifle,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\cbe8debb3fa41f716e96d446ae30c673\models\model_normalized.obj,cbe8debb3fa41f716e96d446ae30c673,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04090263\cbe8debb3fa41f716e96d446ae30c673\models\rifle_4090263_cbe8debb3fa41f716e96d446ae30c673_5000_2pc.xyz,Cloud Generated,
7669,2871439,bookshelf,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02871439\48d58a4f43125e7f34282af0231ccf9c\models\model_normalized.obj,48d58a4f43125e7f34282af0231ccf9c,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\02871439\48d58a4f43125e7f34282af0231ccf9c\models\bookshelf_2871439_48d58a4f43125e7f34282af0231ccf9c_5000_2pc.xyz,Cloud Generated,
33112,3991062,pot_flowerpot,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03991062\ce15f18c40d5cc66a2c59a4d90e63212\models\model_normalized.obj,ce15f18c40d5cc66a2c59a4d90e63212,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\03991062\ce15f18c40d5cc66a2c59a4d90e63212\models\pot_flowerpot_3991062_ce15f18c40d5cc66a2c59a4d90e63212_5000_2pc.xyz,Cloud Generated,
40912,4379243,table,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\352be15a6b1439c135836c728d324152\models\model_normalized.obj,352be15a6b1439c135836c728d324152,C:\Users\Zachariah\Box\Automated Functional Basis Modeling\ShapeNetCore.v2\04379243\352be15a6b1439c135836c728d324152\models\table_4379243_352be15a6b1439c135836c728d324152_5000_2pc.xyz,Cloud Generated,
